Railroad,Origin-Destination SPLC,Commodity Group Name,Time Window (SmmddccyyEmmddccyy),2025 Tons,2030 Tons,2035 Tons,2040 Tons,2045 Tons,2050 Tons
USA1,'517152845210,AG_FOOD,S01012019E01312019,23872,23872,26020.48,27321.504,29780.43936,32162.87451
USA1,'380000883732,IM,S05012019E05312019,480,528,543.84,565.5936,593.87328,611.6894784
USA1,'183710188220,NONMET_PRO,S06012019E06302019,3760,3910.4,4223.232,4265.46432,4478.737536,4702.674413
USA1,'461450359856,FOR_PROD,S04012019E04302019,8440,9115.2,9297.504,9483.45408,10242.13041,11676.02866
USA1,'731158728145,COAL,S02012019E02282019,180788,197058.92,197058.92,197058.92,201000.0984,213060.1043
USA1,'369140451492,AG_FOOD,S08012019E08312019,12240,12729.6,13875.264,14014.01664,14434.43714,15444.84774
USA1,'206297491200,AG_FOOD,S06012019E06302019,2000,2120,2289.6,2404.08,2404.08,2620.4472
USA1,'456495380000,CHEM_PET,S08012019E08312019,4800,4944,4944,4944,5191.2,5658.408
USA1,'318342566900,MO_VEH,S11012019E11302019,37600,40232,41438.96,42267.7392,44803.80355,45699.87962
USA1,'261000647000,OTHER,S11012019E11302019,1200,1296,1360.8,1415.232,1457.68896,1676.342304
USA1,'286550261004,IM,S08012019E08312019,18320,19785.6,21764.16,21981.8016,23740.34573,23977.74919
USA1,'686760439900,CHEM_PET,S04012019E04302019,3960,3999.6,4399.56,4619.538,4758.12414,4758.12414
USA1,'875640879574,CHEM_PET,S02012019E02282019,4000,4280,4536.8,4536.8,4718.272,4859.82016
USA1,'684773883160,CHEM_PET,S07012019E07312019,3600,3600,3636,3817.8,4008.69,4008.69
USA1,'096592883642,FOR_PROD,S09012019E09302019,3480,4002,4082.04,4286.142,4500.4491,5175.516465
USA1,'458918439900,OTHER,S05012019E05312019,8100,8586,8671.86,8671.86,8671.86,9712.4832
USA1,'380000413322,CHEM_PET,S01012019E01312019,14480,14914.4,15510.976,15666.08576,15822.74662,17246.79381
USA1,'380000674910,AG_FOOD,S02012019E02282019,8000,8560,8816.8,8904.968,9350.2164,9537.220728
USA1,'447580252250,FOR_PROD,S05012019E05312019,3800,4332,4591.92,4821.516,5110.80696,5775.211865
USA1,'357998647000,CHEM_PET,S05012019E05312019,3800,4180,4305.4,4477.616,4746.27296,4793.73569
USA1,'513942875829,CHEM_PET,S09012019E09302019,5160,5882.4,5941.224,6119.46072,6241.849934,6990.871927
USA1,'583628472600,AG_FOOD,S01012019E01312019,3960,4276.8,4490.64,4490.64,4760.0784,4998.08232
USA1,'668610791174,OTHER,S12012019E12312019,1080,1231.2,1342.008,1342.008,1449.36864,1463.862326
USA1,'567257380000,MO_VEH,S06012019E06302019,2760,3118.8,3212.364,3276.61128,3604.272408,3676.357856
USA1,'206297439790,FOR_PROD,S08012019E08312019,400,416,432.64,432.64,467.2512,518.648832
USA1,'278272342420,COAL,S10012019E10312019,25102,25353.02,26620.671,27153.08442,28239.2078,30780.7365
USA1,'538428668200,AG_FOOD,S03012019E03312019,4400,5060,5363.6,5524.508,5745.48832,6032.762736
USA1,'233430204146,FOR_PROD,S05012019E05312019,11080,11855.6,12922.604,13310.28212,13310.28212,14375.10469
USA1,'883732684800,CHEM_PET,S09012019E09302019,840,856.8,856.8,856.8,882.504,908.97912
USA1,'388260343260,OTHER,S03012019E03312019,1200,1200,1200,1236,1260.72,1298.5416
USA1,'380000445450,AG_FOOD,S11012019E11302019,17896,19685.6,21260.448,21685.65696,22986.79638,25515.34398
USA1,'612200519832,MET_ORE,S03012019E03312019,17932,20621.8,20828.018,21452.85854,21881.91571,23851.28812
USA1,'566900343100,MO_VEH,S01012019E01312019,2760,2980.8,3010.608,3131.03232,3350.204582,3517.714812
USA1,'880286883000,CHEM_PET,S07012019E07312019,360,374.4,411.84,428.3136,428.3136,454.012416
USA1,'343100461450,CHEM_PET,S01012019E01312019,4280,4494,4628.82,4721.3964,5004.680184,5204.867391
USA1,'384020883213,FOR_PROD,S02012019E02282019,800,912,912,957.6,976.752,1025.5896
USA1,'484076476169,MET_ORE,S06012019E06302019,3720,3831.6,3908.232,4064.56128,4105.206893,4515.727582
USA1,'627854668141,OTHER,S06012019E06302019,444,483.96,522.6768,543.583872,592.5064205,657.6821267
USA1,'732112500754,NONMET_PRO,S01012019E01312019,3920,4116,4404.12,4448.1612,4448.1612,4804.014096
USA1,'647000262600,AG_FOOD,S04012019E04302019,4120,4120,4367.2,4410.872,4587.30688,5091.910637
USA1,'611860472600,FOR_PROD,S01012019E01312019,2960,3196.8,3452.544,3452.544,3694.22208,3915.875405
USA1,'684460647000,CHEM_PET,S07012019E07312019,10520,10940.8,11816.064,12406.8672,12903.14189,13419.26756
USA1,'504450621690,CHEM_PET,S03012019E03312019,3840,4300.8,4730.88,4730.88,5156.6592,5362.925568
USA1,'671983664300,OTHER,S06012019E06302019,360,367.2,403.92,416.0376,436.83948,467.4182436
USA1,'557733668200,AG_FOOD,S07012019E07312019,4400,5016,5467.44,5467.44,5959.5096,6495.865464
USA1,'369450187792,MET_ORE,S06012019E06302019,7200,7272,7708.32,7785.4032,8018.965296,8740.672173
USA1,'141260380000,FOR_PROD,S09012019E09302019,4400,4928,5322.24,5375.4624,5751.744768,6499.471588
USA1,'269265261020,COAL,S11012019E11302019,38524,40450.2,42877.212,44592.30048,45484.14649,52306.76846
USA1,'744300380000,AG_FOOD,S11012019E11302019,5960,6675.2,7075.712,7287.98336,7360.863194,7434.471826
USA1,'647000216433,CHEM_PET,S10012019E10312019,3880,4268,4310.68,4353.7868,4353.7868,4789.16548
USA1,'684587684800,CHEM_PET,S08012019E08312019,12000,13560,14102.4,14102.4,14102.4,15935.712
USA1,'380000708569,MO_VEH,S04012019E04302019,2240,2284.8,2284.8,2376.192,2447.47776,2496.427315
USA1,'221268218500,MET_ORE,S01012019E01312019,3840,4070.4,4355.328,4573.0944,4801.74912,5522.011488
USA1,'846570742585,FOR_PROD,S06012019E06302019,3880,4035.2,4398.368,4574.30272,4665.788774,5225.683427
USA1,'557414883160,CHEM_PET,S11012019E11302019,39320,42072.4,45017.468,45017.468,45467.64268,50014.40695
USA1,'503260384820,AG_FOOD,S11012019E11302019,25726,26755.04,27825.2416,28381.74643,31219.92108,34029.71397
USA1,'553200845200,IM,S04012019E04302019,3600,3816,3816,3854.16,4046.868,4613.42952
USA1,'191649380000,OTHER,S08012019E08312019,600,624,648.96,661.9392,708.274944,779.1024384
USA1,'479473427910,CHEM_PET,S03012019E03312019,7880,8983.2,9432.36,9809.6544,10005.84749,10105.90596
USA1,'365115185400,MO_VEH,S06012019E06302019,4600,5244,5715.96,5887.4388,6064.061964,6973.671259
USA1,'380000208513,CHEM_PET,S02012019E02282019,3960,3999.6,4359.564,4446.75528,4891.430808,4940.345116
USA1,'696900880278,MET_ORE,S04012019E04302019,6640,7636,8246.88,8329.3488,8662.522752,8922.398435
USA1,'417500439900,FOR_PROD,S06012019E06302019,3200,3488,3836.8,3990.272,4269.59104,4611.158323
USA1,'378834378866,COAL,S04012019E04302019,28095,28375.95,28375.95,28375.95,29227.2285,31273.1345
USA1,'259889411694,NONMET_PRO,S07012019E07312019,3880,3996.4,4236.184,4320.90768,4493.743987,4898.180946
USA1,'453954427940,FOR_PROD,S07012019E07312019,2960,3285.6,3351.312,3351.312,3485.36448,3659.632704
USA1,'846200857680,CHEM_PET,S07012019E07312019,7720,8414.8,8835.54,9277.317,9741.18285,10130.83016
USA1,'567500261121,IM,S12012019E12312019,3120,3432,3603.6,3747.744,4085.04096,4575.245875
USA1,'384020883252,AG_FOOD,S05012019E05312019,7480,7629.6,8392.56,8392.56,8392.56,9399.6672
USA1,'380000341800,CHEM_PET,S11012019E11302019,2800,2856,3055.92,3117.0384,3179.379168,3370.141918
USA1,'684460380000,CHEM_PET,S10012019E10312019,3280,3772,3847.44,4039.812,4201.40448,4705.573018
USA1,'380000622300,CHEM_PET,S02012019E02282019,7800,8034,8596.38,8940.2352,9208.442256,10129.28648
USA1,'406850406632,CHEM_PET,S08012019E08312019,11352,11352,12260.16,12873.168,13774.28976,15427.20453
USA1,'509762849660,AG_FOOD,S05012019E05312019,25536,25536,25536,26302.08,28143.2256,31520.41267
USA1,'492171439900,CHEM_PET,S12012019E12312019,7552,8684.8,9466.432,9750.42496,10335.45046,10438.80496
USA1,'647000658342,CHEM_PET,S09012019E09302019,3720,3794.4,3832.344,3985.63776,3985.63776,4344.345158
USA1,'566900204212,AG_FOOD,S08012019E08312019,2800,2968,2997.68,3057.6336,3210.51528,3563.671961
USA1,'875640381299,AG_FOOD,S09012019E09302019,2520,2772,2772,2910.6,3027.024,3238.91568
USA1,'345237566788,MO_VEH,S02012019E02282019,1480,1598.4,1598.4,1646.352,1794.52368,1920.140338
USA1,'731134537988,COAL,S08012019E08312019,29020,29020,31922,32560.44,34514.0664,37275.19171
USA1,'364650381417,NONMET_PRO,S11012019E11302019,4320,4665.6,4805.568,4997.79072,4997.79072,5697.481421
USA1,'684800584092,IM,S04012019E04302019,320,364.8,364.8,368.448,405.2928,405.2928
USA1,'619190653900,NONMET_PRO,S09012019E09302019,29748,34210.2,37289.118,38780.68272,39944.1032,39944.1032
USA1,'286550318650,CHEM_PET,S08012019E08312019,3720,4129.2,4376.952,4420.72152,4730.172026,5345.09439
USA1,'461450491200,FOR_PROD,S11012019E11302019,5292,5768.28,6114.3768,6114.3768,6603.526944,7197.844369
USA1,'706138849660,AG_FOOD,S02012019E02282019,25080,28340.4,29474.016,30063.49632,31566.67114,32829.33798
USA1,'285582261004,IM,S09012019E09302019,160,163.2,171.36,173.0736,185.188752,201.8557397
USA1,'646167504450,CHEM_PET,S08012019E08312019,3960,4118.4,4489.056,4623.72768,5039.863171,5090.261803
USA1,'566900379130,MO_VEH,S01012019E01312019,1600,1616,1729.12,1729.12,1850.1584,1850.1584
USA1,'646167513993,CHEM_PET,S09012019E09302019,3960,4435.2,4701.312,4701.312,4842.35136,5229.739469
USA1,'503589849687,AG_FOOD,S02012019E02282019,25782,27071.1,27071.1,27071.1,29778.21,30075.9921
USA1,'346131211640,AG_FOOD,S02012019E02282019,27069,30046.59,31849.3854,33123.36082,36435.6969,41536.69446
USA1,'613589656532,NONMET_PRO,S04012019E04302019,25776,27580.32,28959.336,29538.52272,32492.37499,32817.29874
USA1,'567500206260,AG_FOOD,S10012019E10312019,3600,3924,4237.92,4237.92,4280.2992,4494.31416
USA1,'359900380000,CHEM_PET,S03012019E03312019,400,416,428.48,432.7648,454.40304,463.4911008
USA1,'479947419170,CHEM_PET,S10012019E10312019,3880,3880,3957.6,4036.752,4278.95712,4792.431974
USA1,'513670840534,AG_FOOD,S04012019E04302019,3800,4332,4461.96,4551.1992,4687.735176,5109.631342
USA1,'881172604440,CHEM_PET,S08012019E08312019,4200,4704,5033.28,5284.944,5760.58896,6451.859635
USA1,'672328672700,OTHER,S06012019E06302019,168,173.04,173.04,176.5008,187.090848,187.090848
USA1,'708549439900,CHEM_PET,S11012019E11302019,16280,17419.6,18638.972,19384.53088,20353.75742,21778.52044
USA1,'604112696900,MET_ORE,S07012019E07312019,7960,8278.4,8526.752,8697.28704,8784.25991,9487.000703
USA1,'259889406850,NONMET_PRO,S07012019E07312019,11720,12657.6,13417.056,14087.9088,14651.42515,15970.05342
USA1,'365374362300,NONMET_PRO,S05012019E05312019,25332,27611.88,30373.068,30373.068,30980.52936,33458.97171
USA1,'343100380000,CHEM_PET,S04012019E04302019,1200,1356,1383.12,1424.6136,1438.859736,1525.19132
USA1,'318200264859,NONMET_PRO,S12012019E12312019,7392,7613.76,8146.7232,8391.124896,8391.124896,9062.414888
USA1,'479800622300,FOR_PROD,S03012019E03312019,7600,8056,8056,8056,8861.6,9304.68
USA1,'359900380000,IM,S11012019E11302019,9280,10115.2,11126.72,11683.056,11799.88656,12271.88202
USA1,'206297380000,IM,S06012019E06302019,37080,40788,44458.92,45792.6876,49914.02948,52908.87125
USA1,'381299880270,CHEM_PET,S03012019E03312019,1080,1220.4,1293.624,1358.3052,1426.22046,1497.531483
USA1,'384869219513,CHEM_PET,S02012019E02282019,3800,4370,4807,4903.14,5295.3912,5983.792056
USA1,'566330566900,AG_FOOD,S09012019E09302019,3920,4116,4198.32,4408.236,4672.73016,5140.003176
USA1,'517627674620,AG_FOOD,S06012019E06302019,22770,24363.9,25825.734,26083.99134,27909.87073,30142.66039
USA1,'566900644800,AG_FOOD,S12012019E12312019,3156,3471.6,3575.748,3647.26296,4011.989256,4052.109149
USA1,'380000384020,MO_VEH,S04012019E04302019,9640,10989.6,10989.6,11429.184,12457.81056,13703.59162
USA1,'185400318383,MO_VEH,S06012019E06302019,520,520,572,600.6,660.66,660.66
USA1,'354600206246,AG_FOOD,S02012019E02282019,4360,4970.4,5069.808,5171.20416,5222.916202,5379.603688
USA1,'547500792140,AG_FOOD,S06012019E06302019,3960,4039.2,4402.728,4578.83712,4578.83712,5082.509203
USA1,'491200417500,IM,S02012019E02282019,800,800,856,890.24,961.4592,1038.375936
USA1,'318100464390,CHEM_PET,S08012019E08312019,4000,4120,4243.6,4370.908,4764.28972,4859.575514
USA1,'604112472600,CHEM_PET,S04012019E04302019,4040,4403.6,4711.852,4806.08904,5142.515273,5296.790731
USA1,'387292451492,AG_FOOD,S09012019E09302019,27876,28433.52,29855.196,31347.9558,32288.39447,35840.11787
USA1,'201726171950,FOR_PROD,S04012019E04302019,9240,9609.6,10570.56,10570.56,10993.3824,11103.31622
USA1,'366276461417,AG_FOOD,S04012019E04302019,4920,5658,6054.06,6235.6818,6547.46589,6612.940549
USA1,'668100553200,IM,S08012019E08312019,160,179.2,182.784,186.43968,190.1684736,201.578582
USA1,'707450060139,OTHER,S08012019E08312019,1680,1730.4,1765.008,1817.95824,1981.574482,2239.179164
USA1,'566900206260,AG_FOOD,S06012019E06302019,4000,4360,4796,5035.8,5086.158,5137.01958
USA1,'234000191560,IM,S01012019E01312019,160,161.6,166.448,171.44144,178.2990976,188.9970435
USA1,'206297491200,AG_FOOD,S04012019E04302019,2400,2544,2544,2569.44,2595.1344,2750.842464
USA1,'262400380000,CHEM_PET,S09012019E09302019,11440,12126.4,12368.928,12492.61728,12742.46963,14653.84007
USA1,'428880486160,OTHER,S08012019E08312019,1200,1320,1372.8,1372.8,1510.08,1736.592
USA1,'658670684587,CHEM_PET,S10012019E10312019,112200,113322,116721.66,117888.8766,123783.3204,137399.4857
USA1,'299210849150,CHEM_PET,S10012019E10312019,3680,3680,3716.8,3791.136,3980.6928,4219.534368
USA1,'353100359430,MET_ORE,S09012019E09302019,3360,3830.4,3868.704,3868.704,4255.5744,4425.797376
USA1,'318100566786,MO_VEH,S10012019E10312019,34720,35414.4,37893.408,39409.14432,39409.14432,43350.05875
USA1,'684882684300,OTHER,S06012019E06302019,1320,1518,1654.62,1687.7124,1772.09802,1967.028802
USA1,'708549671983,CHEM_PET,S08012019E08312019,3640,3894.8,4284.28,4369.9656,4588.46388,4817.887074
USA1,'647000447850,IM,S01012019E01312019,1200,1284,1386.72,1442.1888,1456.610688,1660.536184
USA1,'251731250708,NONMET_PRO,S06012019E06302019,13308,15171.12,16081.3872,16403.01494,17879.28629,19130.83633
USA1,'844131744184,FOR_PROD,S10012019E10312019,4000,4440,4484.4,4529.244,4982.1684,5380.741872
USA1,'456200191560,CHEM_PET,S11012019E11302019,4800,4896,5042.88,5194.1664,5505.816384,5891.223531
USA1,'527180604163,MET_ORE,S05012019E05312019,3920,3998.4,4398.24,4442.2224,4442.2224,4886.44464
USA1,'419140212491,FOR_PROD,S10012019E10312019,2640,2640,2666.4,2746.392,2966.10336,3351.696797
USA1,'439790207310,IM,S03012019E03312019,3200,3648,3866.88,4060.224,4385.04192,4385.04192
USA1,'380000686212,MO_VEH,S10012019E10312019,23000,23230,23694.6,23694.6,24642.384,27353.04624
USA1,'286550261004,IM,S12012019E12312019,10080,10785.6,11432.736,11890.04544,12603.44817,12603.44817
USA1,'384869875852,AG_FOOD,S06012019E06302019,2680,2733.6,2924.952,2983.45104,3222.127123,3383.233479
USA1,'412750380000,IM,S11012019E11302019,1840,1840,2024,2125.2,2295.216,2570.64192
USA1,'343100194144,CHEM_PET,S04012019E04302019,3720,4240.8,4452.84,4452.84,4541.8968,4996.08648
USA1,'363505353100,MET_ORE,S01012019E01312019,7080,7717.2,8180.232,8343.83664,8677.590106,9111.469611
USA1,'380000198551,CHEM_PET,S06012019E06302019,3640,3931.2,3970.512,3970.512,4129.33248,4707.439027
USA1,'380000191480,AG_FOOD,S03012019E03312019,3720,3831.6,3984.864,4104.40992,4473.806813,4652.759085
USA1,'703383668610,FOR_PROD,S12012019E12312019,3840,3955.2,3955.2,4034.304,4114.99008,4156.139981
USA1,'439790491200,IM,S04012019E04302019,2800,3192,3479.28,3514.0728,3654.635712,3764.274783
USA1,'380000362686,AG_FOOD,S10012019E10312019,3560,3666.8,3923.476,3962.71076,4200.473406,4662.52548
USA1,'731156556253,COAL,S09012019E09302019,475568,542147.52,574676.3712,586169.8986,633063.4905,652055.3952
USA1,'880270668100,MO_VEH,S10012019E10312019,640,646.4,698.112,705.09312,719.1949824,762.3466813
USA1,'549268875894,AG_FOOD,S01012019E01312019,5004,5454.36,5781.6216,5839.437816,6248.198463,6748.05434
USA1,'262400209200,CHEM_PET,S08012019E08312019,3800,4370,4675.9,4816.177,4912.50054,5403.750594
USA1,'566900261004,CHEM_PET,S12012019E12312019,1200,1284,1322.52,1375.4208,1444.19184,1487.517595
USA1,'341800380000,AG_FOOD,S06012019E06302019,400,440,484,484,493.68,523.3008
USA1,'524490883000,AG_FOOD,S02012019E02282019,4120,4161.2,4286.036,4414.61708,4502.909422,5133.316741
USA1,'684300831438,FOR_PROD,S11012019E11302019,3960,4514.4,4514.4,4649.832,5021.81856,5674.654973
USA1,'549260844131,AG_FOOD,S05012019E05312019,3720,3980.4,4179.42,4179.42,4346.5968,4911.654384
USA1,'731154505250,COAL,S10012019E10312019,84686,88073.44,90715.6432,92529.95606,101782.9517,110943.4173
USA1,'672322667300,OTHER,S12012019E12312019,188,204.92,223.3628,232.297312,250.881097,283.4956396
USA1,'380000889593,MO_VEH,S02012019E02282019,1520,1687.2,1687.2,1704.072,1772.23488,1984.903066
USA1,'742337744300,OTHER,S09012019E09302019,1320,1333.2,1413.192,1427.32392,1555.783073,1695.803549
USA1,'584092883737,AG_FOOD,S10012019E10312019,3360,3595.2,3703.056,3740.08656,4001.892619,4242.006176
USA1,'473353472210,CHEM_PET,S01012019E01312019,4400,4708,4943.4,5042.268,5092.69068,5551.032841
USA1,'488592359900,CHEM_PET,S04012019E04302019,3800,4180,4180,4389,4432.89,4698.8634
USA1,'584092876411,AG_FOOD,S07012019E07312019,7320,7978.8,8696.892,9044.76768,9949.244448,11342.13867
USA1,'558130629353,AG_FOOD,S11012019E11302019,4400,4928,4928,5174.4,5640.096,5640.096
USA1,'513942853470,CHEM_PET,S03012019E03312019,27468,27742.68,28574.9604,29717.95882,32689.7547,37266.32036
USA1,'883000774900,IM,S11012019E11302019,1600,1728,1779.84,1851.0336,1906.564608,2078.155423
USA1,'846209504450,IM,S03012019E03312019,8560,9330.4,9610.312,9994.72448,10494.4607,11753.79599
USA1,'647000254229,CHEM_PET,S02012019E02282019,3400,3774,3811.74,4002.327,4042.35027,4163.620778
USA1,'684773396640,CHEM_PET,S10012019E10312019,7520,7971.2,8369.76,8453.4576,8537.992176,9733.311081
USA1,'604163684800,MET_ORE,S08012019E08312019,3640,3676.4,3933.748,3933.748,3933.748,4091.09792
USA1,'674123883737,AG_FOOD,S01012019E01312019,880,1012,1012,1042.36,1146.596,1238.32368
USA1,'883734384020,IM,S05012019E05312019,65360,75164,76667.28,78200.6256,82892.66314,82892.66314
USA1,'514753380000,AG_FOOD,S02012019E02282019,11280,12182.4,12547.872,12673.35072,13433.75176,13971.10183
USA1,'208548208548,OTHER,S10012019E10312019,1200,1212,1248.36,1285.8108,1324.385124,1430.335934
USA1,'380000286557,CHEM_PET,S02012019E02282019,800,888,923.52,969.696,1066.6656,1151.998848
USA1,'218500361433,MET_ORE,S05012019E05312019,4240,4282.4,4453.696,4631.84384,5002.391347,5102.439174
USA1,'345340201726,AG_FOOD,S11012019E11302019,4120,4655.6,4934.936,5033.63472,5234.980109,5915.527523
USA1,'554864663187,AG_FOOD,S02012019E02282019,14676,15556.56,16489.9536,16489.9536,17809.14989,19411.97338
USA1,'185400214530,AG_FOOD,S11012019E11302019,3960,4237.2,4491.432,4716.0036,5187.60396,5187.60396
USA1,'684790684735,CHEM_PET,S11012019E11302019,7680,7833.6,8068.608,8229.98016,8476.879565,8646.417156
USA1,'458862467750,NONMET_PRO,S08012019E08312019,51000,53040,54100.8,54100.8,57346.848,61934.59584
USA1,'644764644800,CHEM_PET,S09012019E09302019,18880,21145.6,21568.512,22431.25248,24001.44015,26641.59857
USA1,'733150627181,NONMET_PRO,S01012019E01312019,3920,4390.4,4434.304,4478.64704,4747.365862,5174.62879
USA1,'513942504132,CHEM_PET,S05012019E05312019,2480,2554.4,2758.752,2896.6896,2954.623392,3013.71586
USA1,'644764644800,CHEM_PET,S07012019E07312019,15280,15738.4,16367.936,16531.61536,17027.56382,19581.69839
USA1,'343100356877,OTHER,S12012019E12312019,1200,1344,1424.64,1495.872,1570.6656,1586.372256
USA1,'318100363505,MET_ORE,S04012019E04302019,16800,17136,17821.44,17821.44,19603.584,21171.87072
USA1,'347515232357,COAL,S12012019E12312019,30490,32014.5,32974.935,33304.68435,34969.91857,36019.01612
USA1,'623550513758,CHEM_PET,S01012019E01312019,3920,3998.4,4238.304,4323.07008,4409.531482,4938.675259
USA1,'711147852860,FOR_PROD,S11012019E11302019,4000,4200,4242,4284.42,4455.7968,4544.912736
USA1,'380000191880,CHEM_PET,S06012019E06302019,264030,264030,279871.8,293865.39,293865.39,326190.5829
USA1,'684210703323,CHEM_PET,S10012019E10312019,3080,3357.2,3592.204,3699.97012,4069.967132,4314.16516
USA1,'191821185400,IM,S02012019E02282019,1600,1744,1761.44,1761.44,1937.584,2131.3424
USA1,'315859396640,MO_VEH,S03012019E03312019,1440,1584,1631.52,1664.1504,1730.716416,1799.945073
USA1,'191478218500,IM,S03012019E03312019,2400,2400,2616,2642.16,2642.16,3038.484
USA1,'731134728145,COAL,S05012019E05312019,61042,65314.94,68580.687,68580.687,73381.33509,77784.2152
USA1,'491200439900,IM,S04012019E04302019,1360,1373.6,1442.28,1442.28,1499.9712,1514.970912
USA1,'521424846200,AG_FOOD,S03012019E03312019,3564,3564,3599.64,3707.6292,3707.6292,4189.620996
USA1,'706720889000,AG_FOOD,S01012019E01312019,3120,3276,3276,3374.28,3610.4796,4043.737152
USA1,'272126218500,CHEM_PET,S08012019E08312019,3360,3729.6,4065.264,4268.5272,4567.324104,5069.729755
USA1,'566900597660,AG_FOOD,S12012019E12312019,3640,3858.4,3896.984,4013.89352,4174.449261,4550.149694
USA1,'846206380000,IM,S07012019E07312019,4080,4161.6,4494.528,4719.2544,4908.024576,5447.907279
USA1,'491200456200,FOR_PROD,S04012019E04302019,3600,3924,4237.92,4280.2992,4365.905184,4671.518547
USA1,'797000880270,IM,S03012019E03312019,800,824,865.2,908.46,972.0522,1010.934288
USA1,'639863684800,AG_FOOD,S11012019E11302019,20762,23668.68,24852.114,25349.15628,27630.58035,28735.80356
USA1,'875640668100,AG_FOOD,S04012019E04302019,4320,4320,4665.6,4758.912,5092.03584,5601.239424
USA1,'566900671983,CHEM_PET,S11012019E11302019,10196,11725.4,11959.908,12318.70524,13181.01461,13312.82475
USA1,'403896396292,CHEM_PET,S07012019E07312019,3920,4508,4598.16,4736.1048,4925.548992,5565.870361
USA1,'731122538453,COAL,S11012019E11302019,29490,33323.7,33323.7,33990.174,36709.38792,41114.51447
USA1,'323130513980,NONMET_PRO,S08012019E08312019,34791,37922.19,41714.409,42965.84127,43395.49968,43395.49968
USA1,'683670682925,NONMET_PRO,S12012019E12312019,54300,59730,64508.4,65798.568,66456.55368,67785.68475
USA1,'369450443250,MET_ORE,S03012019E03312019,3840,3916.8,4230.144,4230.144,4399.34976,4575.32375
USA1,'516564501598,CHEM_PET,S09012019E09302019,2680,2733.6,2870.28,3013.794,3104.20782,3445.67068
USA1,'647000413760,CHEM_PET,S08012019E08312019,4240,4791.2,5222.408,5222.408,5640.20064,5753.004653
USA1,'566900422336,CHEM_PET,S09012019E09302019,13040,13952.8,15348.08,15655.0416,16594.3441,18585.66539
USA1,'589120876129,CHEM_PET,S07012019E07312019,2960,3374.4,3374.4,3475.632,3823.1952,4014.35496
USA1,'353100380000,FOR_PROD,S11012019E11302019,400,456,465.12,469.7712,512.050608,522.2916202
USA1,'359900461417,IM,S03012019E03312019,2080,2267.2,2471.248,2545.38544,2698.108566,2806.032909
USA1,'348540369450,MET_ORE,S10012019E10312019,3720,4278,4491.9,4491.9,4716.495,5188.1445
USA1,'439790207310,FOR_PROD,S08012019E08312019,400,424,424,432.48,441.1296,494.065152
USA1,'456495461417,MO_VEH,S02012019E02282019,400,404,436.32,436.32,471.2256,527.772672
USA1,'514149509330,AG_FOOD,S02012019E02282019,3600,3636,3708.72,3745.8072,3895.639488,3973.552278
USA1,'344871567500,MET_ORE,S09012019E09302019,3252,3642.24,3933.6192,4130.30016,4543.330176,5179.396401
USA1,'731154501595,COAL,S08012019E08312019,120256,121458.56,125102.3168,128855.3863,128855.3863,148183.6942
USA1,'761578744300,CHEM_PET,S08012019E08312019,3920,4116,4157.16,4281.8748,4495.96854,4765.726652
USA1,'503136512165,CHEM_PET,S11012019E11302019,3960,4395.6,4439.556,4661.5338,4754.764476,4944.955055
USA1,'853470380000,AG_FOOD,S11012019E11302019,18600,18786,19725.3,20514.312,22565.7432,24822.31752
USA1,'647000264205,CHEM_PET,S02012019E02282019,4240,4282.4,4582.168,4765.45472,4860.763814,5055.194367
USA1,'686180598373,CHEM_PET,S07012019E07312019,18582,18582,18767.82,19518.5328,19908.90346,22297.97187
USA1,'347527194132,CHEM_PET,S09012019E09302019,2960,3285.6,3417.024,3553.70496,3589.24201,3625.13443
USA1,'854506384838,FOR_PROD,S10012019E10312019,4080,4324.8,4627.536,4766.36208,5147.671046,5868.344993
USA1,'384824665943,NONMET_PRO,S12012019E12312019,57690,65189.7,68449.185,69133.67685,76047.04454,76807.51498
USA1,'584092883000,AG_FOOD,S11012019E11302019,15440,16057.6,16218.176,16380.35776,17690.78638,19813.68075
USA1,'731136388260,COAL,S03012019E03312019,156590,159721.8,159721.8,166110.672,181060.6325,204598.5147
USA1,'511168875640,AG_FOOD,S11012019E11302019,8400,8904,9527.28,9527.28,9908.3712,10800.12461
USA1,'261200347185,NONMET_PRO,S08012019E08312019,4480,4928,5371.52,5586.3808,5698.108416,5755.0895
USA1,'411700472780,MET_ORE,S08012019E08312019,4240,4664,4850.56,4996.0768,5345.802176,5399.260198
USA1,'380000566330,OTHER,S04012019E04302019,1440,1569.6,1726.56,1795.6224,1867.447296,1904.796242
USA1,'353100344871,OTHER,S09012019E09302019,3120,3432,3706.56,3780.6912,4158.76032,4533.048749
USA1,'509330774900,CHEM_PET,S03012019E03312019,3800,4332,4721.88,4863.5364,5155.348584,5877.097386
USA1,'472600461417,IM,S05012019E05312019,320,336,359.52,359.52,388.2816,392.164416
USA1,'706720729177,CHEM_PET,S08012019E08312019,5460,6006,6606.6,6936.93,7283.7765,7429.45203
USA1,'345341191267,MO_VEH,S08012019E08312019,880,985.6,995.456,995.456,1005.41056,1095.89751
USA1,'744300672328,OTHER,S07012019E07312019,1320,1504.8,1504.8,1564.992,1690.19136,1757.799014
USA1,'504450846203,IM,S06012019E06302019,1840,1913.6,2028.416,2129.8368,2278.925376,2506.817914
