Railroad,Origin-Destination SPLC,Commodity Group Name,2025 Tons,2030 Tons,2035 Tons,2040 Tons,2045 Tons,2050 Tons
EAST,'234066380000,MO_VEH,1800,1926,2003.04,2123.2224,2144.454624,2208.788263
EAST,'567257262600,MO_VEH,920,1002.8,1032.884,1125.84356,1148.360431,1182.811244
EAST,'346740343100,MET_ORE,7488,7787.52,8176.896,8258.66496,8341.25161,8424.664126
EAST,'207800345340,OTHER,15108,16014.48,16014.48,16655.0592,17154.71098,17840.89942
EAST,'456388380639,MET_ORE,640,652.8,678.912,712.8576,719.986176,719.986176
EAST,'362438363505,MET_ORE,3000,3060,3213,3534.3,3569.643,3641.03586
EAST,'380000218539,CHEM_PET,3880,4190.4,4316.112,4704.56208,4939.790184,4989.188086
EAST,'234000497800,IM,3360,3628.8,3628.8,3628.8,3701.376,3701.376
EAST,'396640375690,CHEM_PET,11720,12657.6,13290.48,14619.528,15350.5044,15350.5044
EAST,'281435148260,CHEM_PET,2520,2746.8,2884.14,3086.0298,3116.890098,3116.890098
EAST,'343100441595,AG_FOOD,26667,28800.36,29952.3744,29952.3744,30850.94563,30850.94563
EAST,'433117208572,MO_VEH,4000,4080,4202.4,4496.568,4676.43072,4769.959334
EAST,'473763472865,COAL,95373,103002.84,103002.84,107122.9536,107122.9536,111407.8717
EAST,'028521381315,MO_VEH,320,332.8,349.44,373.9008,373.9008,385.117824
EAST,'363640366250,OTHER,1200,1224,1248.48,1360.8432,1388.060064,1401.940665
EAST,'359900207800,IM,1600,1712,1746.24,1763.7024,1834.250496,1834.250496
EAST,'396640373440,MET_ORE,7200,7416,7786.8,7942.536,8021.96136,8262.620201
EAST,'343100353100,CHEM_PET,3880,4151.6,4317.664,4360.84064,4404.449046,4448.493537
EAST,'028850145460,CHEM_PET,4360,4796,4987.84,5287.1104,5445.723712,5445.723712
EAST,'380000353100,MET_ORE,800,808,832.24,848.8848,857.373648,900.2423304
EAST,'381315209740,NONMET_PRO,840,848.4,848.4,924.756,952.49868,952.49868
EAST,'368260486815,AG_FOOD,4160,4284.8,4413.344,4678.14464,4724.926086,4724.926086
EAST,'191821381315,IM,47840,50710.4,53245.92,57505.5936,59805.81734,60403.87552
EAST,'644800684320,CHEM_PET,3400,3672,3708.72,3745.8072,3783.265272,3858.930577
EAST,'362686446192,AG_FOOD,28440,28724.4,29298.888,31056.82128,31056.82128,32299.09413
EAST,'407750451960,AG_FOOD,6816,7497.6,7797.504,8109.40416,8352.686285,8436.213148
EAST,'445458447850,NONMET_PRO,15680,15836.8,16153.536,17122.74816,17122.74816,17465.20312
EAST,'447135253300,CHEM_PET,4200,4578,4806.9,5143.383,5246.25066,5456.100686
EAST,'491110421350,FOR_PROD,2880,3081.6,3112.416,3205.78848,3237.846365,3399.738683
EAST,'380000445450,AG_FOOD,9632,9920.96,9920.96,10218.5888,10525.14646,10735.64939
EAST,'567500191821,IM,3920,3959.2,3959.2,4077.976,4241.09504,4410.738842
EAST,'261109359900,IM,1600,1712,1729.12,1850.1584,1868.659984,1962.092983
EAST,'438597439140,OTHER,800,840,848.4,933.24,933.24,970.5696
EAST,'395650271252,CHEM_PET,3720,3943.2,4140.36,4554.396,4782.1158,4925.579274
EAST,'218786204910,CHEM_PET,2560,2585.6,2714.88,2932.0704,2961.391104,3079.846748
EAST,'439900496680,AG_FOOD,3920,4312,4527.6,4663.428,4803.33084,4851.364148
EAST,'392200412713,CHEM_PET,8000,8800,8800,9504,9789.12,9887.0112
EAST,'380000499600,AG_FOOD,10560,11616,11964.48,12921.6384,13438.50394,13572.88898
EAST,'472985486160,NONMET_PRO,4200,4410,4498.2,4948.02,5096.4606,5249.354418
EAST,'417500380000,CHEM_PET,400,420,436.8,480.48,499.6992,514.690176
EAST,'364650223134,AG_FOOD,3492,3666.6,3849.93,4042.4265,4163.699295,4163.699295
EAST,'396640191649,MO_VEH,13200,14520,15246,15246,15398.46,16168.383
EAST,'028521191821,IM,760,782.8,798.456,862.33248,905.449104,923.5580861
EAST,'148250343689,IM,0,0,0,0,0,0
EAST,'209740380639,AG_FOOD,560,565.6,582.568,600.04504,630.047292,630.047292
EAST,'446340409160,FOR_PROD,44860,48000.2,49440.206,49440.206,51417.81424,53474.52681
EAST,'461446453131,IM,4920,4920,4969.2,5068.584,5119.26984,5221.655237
EAST,'619190653900,NONMET_PRO,12456,13203.36,13731.4944,13868.80934,14423.56171,14423.56171
EAST,'345750286550,MET_ORE,15120,16632,16632,17962.56,18321.8112,19237.90176
EAST,'353100234000,IM,1440,1512,1572.48,1729.728,1729.728,1781.61984
EAST,'412750261004,IM,2160,2181.6,2268.864,2291.55264,2406.130272,2526.436786
EAST,'028850496210,FOR_PROD,3640,3676.4,3823.456,4167.56704,4209.24271,4335.519992
EAST,'369450352371,MET_ORE,3600,3600,3780,3931.2,4088.448,4129.33248
EAST,'237350237301,IM,14660,14953.2,15252.264,16319.92248,16646.32093,17145.71056
EAST,'357998318200,MET_ORE,60538,61143.38,62366.2476,68602.87236,68602.87236,72033.01598
EAST,'467850439900,AG_FOOD,6400,6848,6848,6848,7121.92,7193.1392
EAST,'286550261004,CHEM_PET,1200,1284,1296.84,1296.84,1322.7768,1375.687872
EAST,'476154286320,MO_VEH,800,848,890.4,890.4,917.112,944.62536
EAST,'647000406423,CHEM_PET,7720,8028.8,8109.088,8838.90592,9280.851216,9466.46824
EAST,'380000428878,AG_FOOD,9796,9893.96,10091.8392,11101.02312,11101.02312,11434.05381
EAST,'416850444463,NONMET_PRO,178448,187370.4,191117.808,194940.1642,202737.7708,202737.7708
EAST,'341220216679,NONMET_PRO,75828,79619.4,82804.176,87772.42656,89527.87509,90423.15384
EAST,'645968645962,CHEM_PET,19880,20277.6,20683.152,21303.64656,21303.64656,21942.75596
EAST,'380000418922,AG_FOOD,8360,8527.2,8783.016,9485.65728,9770.226998,9867.929268
EAST,'380000319122,CHEM_PET,4360,4708.8,4897.152,4946.12352,4995.584755,5045.540603
EAST,'359900378680,MET_ORE,41240,42889.6,45034.08,45934.7616,46394.10922,47785.93249
EAST,'472840191267,MO_VEH,4800,5040,5191.2,5554.584,5721.22152,5778.433735
EAST,'341800380000,NONMET_PRO,800,864,889.92,907.7184,934.949952,934.949952
EAST,'413334264600,MET_ORE,8640,9331.2,9424.512,10178.47296,10280.25769,10280.25769
EAST,'286516145574,MO_VEH,2880,2908.8,2937.888,2937.888,2967.26688,3085.957555
EAST,'353100207800,CHEM_PET,400,428,440.84,467.2904,485.982016,500.5614765
EAST,'467850465590,FOR_PROD,6000,6240,6427.2,6491.472,6556.38672,6687.514454
EAST,'285390488680,OTHER,4760,4902.8,5049.884,5150.88168,5202.390497,5202.390497
EAST,'207310380000,FOR_PROD,3200,3392,3459.84,3459.84,3529.0368,3564.327168
EAST,'380000183710,CHEM_PET,4120,4120,4326,4455.78,4678.569,4725.35469
EAST,'647000439900,AG_FOOD,10920,12012,12252.24,12619.8072,13124.59949,13649.58347
EAST,'272997281435,CHEM_PET,3000,3270,3270,3335.4,3335.4,3502.17
EAST,'191600194229,CHEM_PET,3840,4185.6,4185.6,4604.16,4834.368,4882.71168
EAST,'286550182340,OTHER,2320,2552,2577.52,2654.8456,2707.942512,2735.021937
EAST,'363216318200,MET_ORE,6880,7292.8,7657.44,8423.184,8591.64768,8849.39711
EAST,'171760359650,FOR_PROD,3480,3723.6,3909.78,4222.5624,4391.464896,4479.294194
EAST,'445485148250,FOR_PROD,3160,3254.8,3254.8,3319.896,3319.896,3319.896
EAST,'232357369471,MET_ORE,4440,4484.4,4574.088,4848.53328,4848.53328,4897.018613
EAST,'232357283527,MET_ORE,4400,4532,4713.28,5137.4752,5188.849952,5188.849952
EAST,'214940363300,MET_ORE,3200,3392,3392,3527.68,3562.9568,3741.10464
EAST,'191560472600,AG_FOOD,1200,1320,1386,1469.16,1527.9264,1558.484928
EAST,'380639456388,AG_FOOD,3280,3509.6,3685.08,3979.8864,3979.8864,3979.8864
EAST,'439900191649,MO_VEH,1600,1744,1796.32,1975.952,2015.47104,2075.935171
EAST,'049996434300,CHEM_PET,3200,3232,3361.28,3562.9568,3669.845504,3743.242414
EAST,'232305369471,MET_ORE,3720,3906,4023.18,4425.498,4558.26294,4786.176087
EAST,'272997253286,CHEM_PET,2520,2646,2672.46,2859.5322,2916.722844,2916.722844
EAST,'474726445930,OTHER,2120,2204.8,2204.8,2425.28,2473.7856,2498.523456
EAST,'478339187255,FOR_PROD,3520,3555.2,3732.96,3882.2784,3921.101184,3921.101184
EAST,'481220264600,OTHER,1200,1260,1260,1310.4,1310.4,1310.4
EAST,'445667380000,CHEM_PET,4400,4840,4888.4,5181.704,5337.15512,5497.269774
EAST,'381315145460,FOR_PROD,520,551.2,556.712,578.98048,578.98048,584.7702848
EAST,'363228285582,MET_ORE,4080,4161.6,4244.832,4244.832,4414.62528,4458.771533
EAST,'488240488223,CHEM_PET,3000,3090,3151.8,3466.98,3501.6498,3676.73229
EAST,'369450187792,MET_ORE,3600,3960,4039.2,4321.944,4494.82176,4494.82176
EAST,'191410499600,AG_FOOD,1520,1672,1672,1772.32,1807.7664,1843.921728
EAST,'567500261004,CHEM_PET,2800,3052,3113.04,3330.9528,3497.50044,3672.375462
EAST,'566900392200,AG_FOOD,14484,15932.4,16251.048,17876.1528,17876.1528,18233.67586
EAST,'182810204210,MET_ORE,3600,3924,4041.72,4203.3888,4203.3888,4203.3888
EAST,'368260446192,AG_FOOD,4040,4040,4080.4,4202.812,4286.86824,4329.736922
EAST,'476174461450,MET_ORE,3600,3744,3931.2,4088.448,4251.98592,4337.025638
EAST,'396640198546,CHEM_PET,7200,7272,7417.44,7936.6608,8254.127232,8336.668504
EAST,'359876396246,CHEM_PET,4000,4320,4449.6,4672.08,4812.2424,5052.85452
EAST,'200676380000,IM,800,880,906.4,924.528,933.77328,961.7864784
EAST,'178964353100,IM,3960,4237.2,4321.944,4321.944,4365.16344,4496.118343
EAST,'467850439900,AG_FOOD,6400,7040,7110.4,7750.336,7827.83936,7984.396147
EAST,'261107318100,IM,280,299.6,314.58,317.7258,333.61209,340.2843318
EAST,'447850456200,FOR_PROD,6600,7128,7341.84,8002.6056,8322.709824,8405.936922
EAST,'257500461450,OTHER,1760,1865.6,1940.224,1979.02848,2058.189619,2140.517204
EAST,'341800368700,NONMET_PRO,40668,40668,40668,41888.04,43982.442,44862.09084
EAST,'439790206297,IM,22960,24108,25313.4,25313.4,25819.668,26852.45472
EAST,'491200361800,FOR_PROD,3880,4035.2,4196.608,4322.50624,4365.731302,4496.703241
EAST,'191651341800,IM,9680,10357.6,10875.48,11528.0088,11528.0088,11873.84906
EAST,'281149380000,CHEM_PET,3560,3916,4033.48,4436.828,4569.93284,4615.632168
EAST,'447850456201,IM,520,540.8,540.8,594.88,624.624,643.36272
EAST,'315859387434,MO_VEH,960,1056,1066.56,1162.5504,1174.175904,1232.884699
EAST,'279597279218,COAL,60480,62899.2,63528.192,64798.75584,68038.69363,68038.69363
EAST,'191611028850,IM,4560,4970.4,5169.216,5220.90816,5325.326323,5378.579586
EAST,'423133421350,COAL,22232,22898.96,22898.96,23814.9184,25005.66432,26255.94754
EAST,'487158615660,CHEM_PET,3160,3286.4,3286.4,3352.128,3385.64928,3453.362266
EAST,'439900472210,AG_FOOD,4008,4288.56,4331.4456,4461.388968,4550.616747,4732.641417
EAST,'191651566900,IM,840,882,926.1,1009.449,1019.54349,1070.520665
EAST,'379130566900,MO_VEH,16000,17440,17440,18312,19044.48,19044.48
EAST,'381315209740,CHEM_PET,7600,8056,8056,8619.92,8964.7168,9233.658304
EAST,'261004567500,IM,2400,2472,2521.44,2723.1552,2777.618304,2777.618304
EAST,'286550461446,IM,2400,2592,2721.6,2721.6,2776.032,2887.07328
EAST,'345237318100,MO_VEH,1680,1747.2,1782.144,1906.89408,1964.100902,1983.741911
EAST,'201726173120,FOR_PROD,2800,2856,2970.24,2970.24,3089.0496,3181.721088
EAST,'345237257365,AG_FOOD,3800,3914,4109.7,4479.573,4479.573,4524.36873
EAST,'343100361433,MET_ORE,61372,63826.88,66379.9552,73017.95072,74478.30973,78202.22522
EAST,'427370424250,NONMET_PRO,2560,2688,2714.88,2769.1776,2769.1776,2824.561152
EAST,'347527407538,CHEM_PET,2440,2562,2562,2766.96,2794.6296,2794.6296
EAST,'345237206744,AG_FOOD,8800,9064,9426.56,9520.8256,9996.86688,10096.83555
EAST,'279971261020,COAL,21120,21120,21120,21964.8,22843.392,23300.25984
EAST,'380000194169,CHEM_PET,204611,220979.88,229819.0752,232117.266,241401.9566,253472.0545
EAST,'318383396640,MO_VEH,720,748.8,778.752,786.53952,825.866496,825.866496
EAST,'343100403896,CHEM_PET,4320,4622.4,4714.848,5139.18432,5190.576163,5242.481925
EAST,'380639261100,AG_FOOD,880,968,987.36,1026.8544,1078.19712,1088.979091
EAST,'479981494945,CHEM_PET,11280,11844,11962.44,12560.562,12811.77324,13324.24417
EAST,'396640221268,CHEM_PET,6000,6600,6798,7205.88,7422.0564,7570.497528
EAST,'403330447850,FOR_PROD,7120,7333.6,7480.272,7854.2856,8246.99988,8246.99988
EAST,'291481495128,COAL,33291,34289.73,36004.2165,39604.63815,40792.77729,41608.63284
EAST,'392200417484,AG_FOOD,7280,8008,8088.08,8735.1264,8822.477664,9263.601547
EAST,'381315191821,CHEM_PET,640,684.8,698.496,740.40576,770.0219904,770.0219904
EAST,'439790417500,IM,2400,2568,2645.04,2645.04,2671.4904,2778.350016
EAST,'380000285582,MET_ORE,800,840,873.6,882.336,908.80608,917.8941408
EAST,'486160486160,OTHER,1200,1224,1272.96,1387.5264,1387.5264,1387.5264
EAST,'428880456377,NONMET_PRO,4560,4742.4,4979.52,5278.2912,5383.857024,5599.211305
EAST,'209652234106,NONMET_PRO,13624,14577.68,14723.4568,15754.09878,16069.18076,16872.63979
EAST,'380000219267,NONMET_PRO,40573,43007.38,43437.4538,47346.82464,47820.29289,48298.49582
EAST,'380037647000,MO_VEH,1200,1272,1335.6,1335.6,1362.312,1389.55824
EAST,'261004359814,IM,9200,10028,10328.84,10845.282,11387.5461,11843.04794
EAST,'145460191410,CHEM_PET,800,864,898.56,907.5456,925.696512,944.2104422
EAST,'359900497540,IM,2880,3139.2,3201.984,3458.14272,3492.724147,3492.724147
EAST,'439900417500,NONMET_PRO,760,767.6,798.304,838.2192,863.365776,871.9994338
EAST,'486160198523,CHEM_PET,3720,3794.4,3984.12,4143.4848,4143.4848,4267.789344
EAST,'647000442361,CHEM_PET,4200,4200,4242,4369.26,4456.6452,4456.6452
EAST,'207310439790,MO_VEH,1200,1272,1297.44,1401.2352,1443.272256,1472.137701
EAST,'272997233430,CHEM_PET,3684,3684,3684,3978.72,4098.0816,4139.062416
EAST,'185180341800,CHEM_PET,4200,4200,4326,4326,4455.78,4589.4534
EAST,'349155380000,MO_VEH,14400,14976,15275.52,15886.5408,15886.5408,16363.13702
EAST,'261109286550,IM,520,561.6,589.68,619.164,643.93056,643.93056
EAST,'218786318352,MET_ORE,44752,45647.04,46559.9808,50750.37907,53287.89802,55952.29292
EAST,'349155380000,MO_VEH,14400,15552,16018.56,16499.1168,16664.10797,17330.67229
EAST,'207800185400,IM,8080,8645.6,8732.056,9255.97936,9441.098947,9629.920926
EAST,'361442262600,MET_ORE,3372,3675.48,3859.254,4245.1794,4287.631194,4459.136442
EAST,'286557231195,OTHER,5720,6234.8,6484.192,6549.03392,6745.504938,6947.870086
EAST,'262600284243,OTHER,4040,4040,4080.4,4284.42,4412.9526,4501.211652
EAST,'318100191651,IM,10400,11128,11684.4,12268.62,12759.3648,13142.14574
EAST,'362686380000,CHEM_PET,3432,3569.28,3569.28,3569.28,3676.3584,3676.3584
EAST,'396640191470,CHEM_PET,2320,2505.6,2505.6,2706.048,2814.28992,2926.861517
EAST,'269290421350,COAL,24885,27124.65,28480.8825,30474.54428,31084.03517,31394.87552
EAST,'499600381315,IM,360,381.6,385.416,389.27016,389.27016,408.733668
EAST,'441733431580,MET_ORE,5840,6307.2,6496.416,6886.20096,6955.06297,7163.714859
EAST,'353279261004,IM,800,832,856.96,874.0992,891.581184,909.4128077
EAST,'492172343260,CHEM_PET,17928,18107.28,19012.644,20153.40264,20758.00472,21588.32491
EAST,'439790206297,IM,25600,27904,28462.08,30739.0464,31968.60826,32927.6665
EAST,'341949261004,CHEM_PET,400,416,416,449.28,449.28,471.744
EAST,'279874357969,COAL,24070,25273.5,26031.705,26812.65615,27617.03583,28169.37655
EAST,'218786193193,CHEM_PET,11240,12251.6,12619.148,13250.1054,13382.60645,13516.43252
EAST,'441915447850,FOR_PROD,3640,3712.8,3898.44,4210.3152,4420.83096,4420.83096
EAST,'218331363228,MET_ORE,13600,13600,14144,14851.2,15296.736,15908.60544
EAST,'566900206260,AG_FOOD,6400,6400,6592,6987.52,6987.52,7057.3952
EAST,'456388380639,FOR_PROD,4360,4708.8,4850.064,5286.56976,5550.898248,5717.425195
EAST,'185390185400,OTHER,1200,1260,1285.2,1388.016,1415.77632,1458.24961
EAST,'367823461417,AG_FOOD,8040,8361.6,8779.68,9130.8672,9404.793216,9686.937012
EAST,'380000444780,FOR_PROD,3920,4076.8,4076.8,4321.408,4364.62208,4539.206963
EAST,'396640145574,MO_VEH,10320,11352,11806.08,12632.5056,12885.15571,12885.15571
EAST,'369140209667,AG_FOOD,11920,12277.6,12645.928,13025.30584,13546.31807,14088.1708
EAST,'286550361800,MET_ORE,3600,3600,3780,3931.2,4049.136,4170.61008
EAST,'456201447850,CHEM_PET,760,805.6,813.656,886.88504,931.229292,977.7907566
EAST,'218786318352,MET_ORE,65528,66183.28,66183.28,70816.1096,73648.75398,75121.72906
EAST,'566900286550,MET_ORE,2840,2840,2840,2896.8,2983.704,3013.54104
EAST,'369140234000,MET_ORE,2000,2020,2080.6,2267.854,2335.88962,2405.966309
EAST,'276904256808,COAL,30183,31390.32,32332.0296,32332.0296,32655.3499,33308.45689
EAST,'647000191470,CHEM_PET,7520,7520,7595.2,8050.912,8131.42112,8294.049542
EAST,'353100261107,IM,1200,1200,1200,1248,1310.4,1336.608
EAST,'647000471170,CHEM_PET,3800,3914,3914,4148.84,4356.282,4356.282
EAST,'341800209200,MET_ORE,3240,3272.4,3272.4,3370.572,3370.572,3505.39488
EAST,'396640207360,CHEM_PET,10400,11336,11449.36,11907.3344,12145.48109,12752.75514
EAST,'411138457210,FOR_PROD,7360,7433.6,7730.944,8040.18176,8281.387213,8281.387213
EAST,'647000477830,OTHER,1600,1728,1779.84,1868.832,1887.52032,1887.52032
EAST,'472210496210,CHEM_PET,3920,4037.6,4077.976,4118.75576,4324.693548,4540.928225
EAST,'343112359430,MET_ORE,261823,282768.84,294079.5936,299961.1855,308960.0211,315139.2215
EAST,'318360456373,MO_VEH,2640,2692.8,2773.584,2829.05568,2829.05568,2942.217907
EAST,'028850257500,CHEM_PET,3960,4078.8,4241.952,4496.46912,4586.398502,4723.990457
EAST,'445485447179,FOR_PROD,3200,3520,3520,3836.8,3951.904,4149.4992
EAST,'380000223252,AG_FOOD,4360,4490.8,4580.616,4672.22832,4765.672886,5003.956531
EAST,'394654453660,AG_FOOD,21616,22912.96,23829.4784,24067.77318,24549.12864,25040.11122
EAST,'461450462330,OTHER,1200,1212,1260.48,1260.48,1285.6896,1311.403392
EAST,'279218396292,COAL,22150,23036,23266.36,23499.0236,24673.97478,25907.67352
EAST,'461450457213,CHEM_PET,3720,3906,4023.18,4023.18,4224.339,4435.55595
EAST,'380000343100,MO_VEH,10200,10200,10608,11456.64,11800.3392,11918.34259
EAST,'456349445635,MET_ORE,3600,3672,3672,4039.2,4079.592,4201.97976
EAST,'456388497540,IM,15720,15877.2,16353.516,17988.8676,18528.53363,18713.81896
EAST,'413350145469,AG_FOOD,3880,4112.8,4236.184,4617.44056,4802.138182,4802.138182
EAST,'461450455330,CHEM_PET,3960,4276.8,4490.64,4760.0784,4998.08232,5098.043966
EAST,'361277362686,AG_FOOD,10860,11728.8,11728.8,12432.528,12556.85328,12807.99035
EAST,'380000318721,CHEM_PET,8720,8720,8894.4,9072.288,9163.01088,9346.271098
EAST,'403896461450,CHEM_PET,3600,3960,3960,4276.8,4362.336,4405.95936
EAST,'475653236381,MO_VEH,3000,3240,3240,3466.8,3605.472,3641.52672
EAST,'318101491200,MO_VEH,600,630,630,636.3,642.663,655.51626
EAST,'028521232357,MET_ORE,1680,1696.8,1730.736,1730.736,1765.35072,1818.311242
EAST,'472210439900,CHEM_PET,11520,12441.6,12814.848,13455.5904,13859.25811,13997.85069
EAST,'028521234000,MET_ORE,2440,2684,2710.84,2737.9484,2820.086852,2876.488589
EAST,'318101380000,MO_VEH,17680,18210.4,18210.4,18392.504,18944.27912,19512.60749
EAST,'028850145469,AG_FOOD,7480,8003.6,8163.672,8163.672,8163.672,8163.672
EAST,'434300396640,MET_ORE,4000,4280,4494,4943.4,5141.136,5398.1928
EAST,'417500380000,IM,19760,19760,19760,21538.4,22184.552,22184.552
EAST,'396640274667,CHEM_PET,7240,7312.4,7385.524,7902.51068,8139.586,8220.98186
EAST,'343100191208,AG_FOOD,3880,3996.4,4116.292,4404.43244,4580.609738,4672.221932
EAST,'396246208548,CHEM_PET,5120,5273.6,5431.808,5812.03456,5986.395597,6285.715377
EAST,'185400408452,AG_FOOD,4080,4284,4326.84,4499.9136,4589.911872,4635.810991
EAST,'359814461417,IM,160,174.4,176.144,190.23552,192.1378752,201.744769
EAST,'403896497653,CHEM_PET,3960,4316.4,4532.22,4577.5422,4669.093044,4762.474905
EAST,'442178479800,FOR_PROD,3880,4190.4,4399.92,4399.92,4575.9168,4621.675968
EAST,'359900497540,IM,1000,1050,1081.5,1124.76,1136.0076,1170.087828
EAST,'185400194284,CHEM_PET,3880,4190.4,4190.4,4232.304,4443.9192,4577.236776
EAST,'475653236381,MO_VEH,4000,4360,4490.8,4715.34,4762.4934,4810.118334
EAST,'201170352760,OTHER,3720,3943.2,4061.496,4264.5708,4307.216508,4436.433003
EAST,'473190444620,FOR_PROD,10632,11695.2,11695.2,12396.912,12396.912,12520.88112
EAST,'380037191649,MO_VEH,1800,1800,1836,1872.72,1891.4472,1986.01956
EAST,'568312492448,AG_FOOD,3920,4116,4321.8,4537.89,4674.0267,4674.0267
EAST,'392200202421,CHEM_PET,3800,3800,3838,3991.52,4031.4352,4152.378256
EAST,'285582566900,MO_VEH,13600,13600,14008,14708.4,15002.568,15602.67072
EAST,'455467461450,OTHER,1560,1684.8,1701.648,1871.8128,1965.40344,2004.711509
EAST,'461446456201,CHEM_PET,880,888.8,906.576,942.83904,971.1242112,1000.257938
EAST,'453954345460,FOR_PROD,2800,2800,2800,2884,2884,2912.84
EAST,'395140191600,CHEM_PET,4000,4000,4160,4368,4455.36,4455.36
EAST,'379130396640,MO_VEH,3200,3232,3232,3393.6,3563.28,3741.444
EAST,'380000367860,AG_FOOD,17640,17640,18522,20003.76,20803.9104,21428.02771
EAST,'380000317390,CHEM_PET,5964,6262.2,6324.822,6577.81488,6840.927475,6909.33675
EAST,'491200359900,MO_VEH,1600,1632,1713.6,1765.008,1765.008,1782.65808
EAST,'341800428878,MET_ORE,3800,4066,4106.66,4394.1262,4569.891248,4615.59016
EAST,'318342566900,MO_VEH,27600,28704,28991.04,30440.592,30744.99792,32282.24782
EAST,'317458361433,MET_ORE,6988,7547.04,7773.4512,8473.061808,8811.98428,9164.463652
EAST,'380000173360,CHEM_PET,28476,28760.76,29335.9752,30509.41421,30509.41421,31119.60249
EAST,'447850456388,IM,4040,4322.8,4322.8,4538.94,4538.94,4675.1082
EAST,'380000468511,AG_FOOD,4440,4706.4,4800.528,5232.57552,5232.57552,5284.901275
EAST,'318100396640,MO_VEH,2120,2289.6,2358.288,2546.95104,2572.42055,2649.593167
EAST,'456495380000,FOR_PROD,4800,5088,5189.76,5241.6576,5503.74048,5558.777885
EAST,'262600259610,CHEM_PET,3960,4118.4,4283.136,4283.136,4283.136,4497.2928
EAST,'494942647000,FOR_PROD,2720,2801.6,2913.664,2942.80064,2972.228646,3001.950933
EAST,'471129479800,FOR_PROD,2320,2389.6,2413.496,2413.496,2534.1708,2635.537632
EAST,'645172644800,CHEM_PET,3040,3222.4,3222.4,3222.4,3286.848,3385.45344
EAST,'461417428880,CHEM_PET,3520,3590.4,3769.92,4109.2128,4150.304928,4191.807977
EAST,'653900456495,AG_FOOD,1600,1664,1680.64,1764.672,1764.672,1817.61216
EAST,'395650272997,CHEM_PET,6880,7017.6,7228.128,7228.128,7300.40928,7300.40928
EAST,'456495456200,MO_VEH,400,432,436.32,466.8624,480.868272,504.9116856
EAST,'396640203739,CHEM_PET,3520,3766.4,3954.72,4231.5504,4400.812416,4444.82054
EAST,'380639461450,IM,3680,3716.8,3902.64,4058.7456,4221.095424,4221.095424
EAST,'262400461140,CHEM_PET,3800,3838,3876.38,4186.4904,4186.4904,4312.085112
EAST,'279503256803,COAL,50118,51621.54,52137.7554,54744.64317,57481.87533,59206.33159
EAST,'191410499600,IM,3000,3150,3213,3502.17,3642.2568,3787.947072
EAST,'219551209740,OTHER,1360,1468.8,1468.8,1571.616,1650.1968,1699.702704
EAST,'396640209200,MET_ORE,3560,3560,3666.8,3776.804,3776.804,3814.57204
EAST,'353100261121,AG_FOOD,1600,1680,1713.6,1765.008,1853.2584,1908.856152
EAST,'218515361433,MET_ORE,6400,6912,6912,7050.24,7050.24,7261.7472
EAST,'380000363243,CHEM_PET,3720,3757.2,3869.916,4063.4118,4185.314154,4310.873579
EAST,'359430344900,MET_ORE,3920,4116,4280.64,4623.0912,4808.014848,4808.014848
EAST,'185400451977,FOR_PROD,3960,4316.4,4359.564,4577.5422,4577.5422,4669.093044
EAST,'191600318378,MO_VEH,3000,3270,3270,3368.1,3401.781,3571.87005
EAST,'281149421350,CHEM_PET,4040,4242,4411.68,4544.0304,4680.351312,4867.565364
EAST,'417500209446,CHEM_PET,3720,4092,4255.68,4638.6912,4638.6912,4731.465024
EAST,'261109341800,IM,680,734.4,741.744,756.57888,794.407824,826.184137
EAST,'047600380000,CHEM_PET,2880,2937.6,2996.352,3266.02368,3331.344154,3464.59792
EAST,'653900456495,MO_VEH,400,440,440,462,462,462
EAST,'417500456122,CHEM_PET,3800,3838,3876.38,4264.018,4391.93854,4391.93854
EAST,'663687652352,IM,1600,1616,1648.32,1747.2192,1817.107968,1907.963366
EAST,'658660488887,CHEM_PET,3320,3419.6,3590.58,3590.58,3770.109,3845.51118
EAST,'566900414692,CHEM_PET,8720,8807.2,9159.488,9617.4624,9617.4624,9617.4624
EAST,'380000194237,CHEM_PET,3640,3785.6,3974.88,4054.3776,4176.008928,4217.769017
EAST,'345237380000,CHEM_PET,9200,9844,10336.2,10956.372,10956.372,11175.49944
EAST,'318100396640,CHEM_PET,3960,4316.4,4532.22,4713.5088,4713.5088,4807.778976
EAST,'211675261020,COAL,7944,8102.88,8102.88,8751.1104,9101.154816,9192.166364
EAST,'471129380669,FOR_PROD,3280,3444,3616.2,3977.82,4097.1546,4179.097692
EAST,'318101566790,MO_VEH,600,636,648.72,655.2072,687.96756,722.365938
EAST,'491200439900,CHEM_PET,800,824,824,840.48,857.2896,857.2896
EAST,'353100261004,IM,12080,12925.6,13184.112,13315.95312,13715.43171,13989.74035
EAST,'343100380000,MO_VEH,19280,21208,21420.08,22276.8832,22722.42086,22949.64507
EAST,'185400343473,MET_ORE,5424,5695.2,5923.008,6100.69824,6405.733152,6661.962478
EAST,'281126221154,CHEM_PET,2800,2940,2998.8,3178.728,3337.6644,3371.041044
EAST,'380000178964,CHEM_PET,400,400,412,424.36,432.8472,437.175672
EAST,'380000209741,FOR_PROD,3080,3172.4,3235.848,3429.99888,3601.498824,3709.543789
